name,lat,lon,address,type
Umi Sake House,47.613295,-122.346055,2230 1st Avenue Seattle 98121,Restaurants
Local Pho,47.6146748,-122.344391,2230 3rd Avenue Seattle 98121,Restaurants
Korean Bamboo,47.6147308,-122.344501,2236 3rd Avenue Seattle 98121,Restaurants
Spiceup Szechuan Cuisine,47.6148403,-122.3443824,305 Bell Street Seattle 98121,Restaurants
Palace Ballroom,47.6147075,-122.3404884,2100 5th Avenue Seattle 98121,Restaurants
Willmott’s Ghost,47.6153914,-122.3396249,2100 6th Avenue 98121,Restaurants
2120,47.6158005,-122.3403323,2120 6th Avenue Seattle 98121,Restaurants
The Butcher's Table,47.6175425,-122.3385311,2121 Westlake Avenue Seattle 98121,Restaurants
Lady Yum - Amazon Seattle Campus,47.6159552,-122.3406162,2130 6th Avenue Seattle 98121,Restaurants
Bento World Sushi & Teryaki,47.6134829,-122.342044,306 Lenora Street Seattle 98121,Restaurants
Assaggio Ristorante,47.6134273,-122.3403218,2010 4th Avenue Seattle 98121,Restaurants
Palace Kitchen,47.6145241,-122.340174,2030 5th Avenue Seattle 98121,Restaurants
Serious Pie,47.612903,-122.3404945,316 Virginia Street Seattle 98101,Restaurants
Phở Bắc,47.6147655,-122.3372433,1923 7th Avenue Seattle 98101,Restaurants
Barolo Ristorante,47.6145988,-122.3374592,1940 Westlake Avenue Seattle 98101,Restaurants
Miller's Guild,47.6141226,-122.3366353,612 Stewart Street Seattle 98101,Restaurants
Midori Teriyaki,47.6167589,-122.3309196,1120 Howell Street Seattle 98101,Restaurants
Pho Bac,47.6169641,-122.3310274,1809 Minor Avenue Seattle 98101,Restaurants
Zane+Wylie's Seattle Steakhouse,47.6136139,-122.3354441,624 Olive Way Seattle 98101,Restaurants
A Pizza Mart - Stewart,47.6160673,-122.333539,925 Stewart Street Seattle 98101,Restaurants
Mi Fondita Del Itsmo,47.5266049,-122.3150838,8525 14th Avenue South Seattle 98108,Restaurants
Uncle Eddie’s South Park,47.5263167,-122.315113,8601 14th Avenue South Seattle 98108,Restaurants
South Town Pie,47.5260598,-122.3151064,8611 14th Avenue South Seattle 98108,Restaurants
Loretta’s Northwesterner,47.5258713,-122.3151259,8617 14th Avenue South Seattle 98108,Restaurants
Miss Phở,47.7022928,-122.3627109,10023 Holman Road Northwest Seattle 98177,Restaurants
Texas Style Smoked BBQ,47.7044174,-122.3559668,10410 Holman Road North Seattle 98133,Restaurants
pik-n-move,47.6845936,-122.3446906,7617 Aurora Avenue North Seattle 98103,Restaurants
Hangry Panda,47.6859691,-122.3447158,7815 Aurora Avenue North Seattle 98103,Restaurants
Corner 79 Thai Cuisine,47.6861192,-122.3447261,7821 Aurora Avenue North Seattle 98103,Restaurants
Patty's Eggnest,47.7013776,-122.3645264,9749 Holman Road Northwest Seattle 98117,Restaurants
,47.7007163,-122.3450845,9801 Aurora Avenue North Seattle 98103,Restaurants
Manna Teriyaki,47.7007994,-122.3450912,9831 Aurora Avenue North Seattle 98103,Restaurants
Issian,47.6615057,-122.3382597,1618 North 45th Street Seattle 98103,Restaurants
Cactus - Madison Park,47.6361701,-122.2777312,4220 East Madison Street Seattle 98112,Restaurants
The Independent,47.636046,-122.2773323,4235 East Madison Street ,Restaurants
Nishino,47.6268447,-122.2917651,,Restaurants
Voila Bistrot,47.6235381,-122.2958876,2805 East Madison Street Seattle 98112,Restaurants
Cafe Flora,47.6239702,-122.2952091,2901 East Madison Street Seattle 98112,Restaurants
Bamboo Thai Cuisine,47.6358478,-122.2786721,1841 42nd Avenue East Seattle 98112,Restaurants
Hanok,47.6338856,-122.280351,4021 East Madison Street Seattle 98112,Restaurants
Madison Kitchen,47.635405,-122.278868,4122 East Madison Street Seattle 98112,Restaurants
Peel & Press,47.5446407,-122.38742,6503 California Avenue Southwest Seattle 98136,Restaurants
Bistro Turkuaz,47.6121496,-122.289151,1114 34th Avenue Seattle 98122,Restaurants
Café Soleil,47.6129956,-122.289161,1400 34th Avenue Seattle 98122,Restaurants
Naam Thai,47.6130953,-122.289161,1404 34th Avenue Seattle 98122,Restaurants
Jackalope Tex-Mex & Cantina,47.5580652,-122.2849482,4868 Rainier Avenue South Seattle 98118,Restaurants
La Medusa,47.5584666,-122.2855677,4857 Rainier Avenue South Seattle 98118,Restaurants
Island Soul,47.5581234,-122.2854077,4869 Rainier Avenue South Seattle 98118,Restaurants
Seattle Fish Company,47.5636937,-122.3870018,4435 California Avenue Southwest 98116,Restaurants
Dué Cucina,47.5636165,-122.3870027,4437 California Avenue Southwest Seattle 98116,Restaurants
Frank's Oyster House,47.6686382,-122.2987591,2616 Northeast 55th Street Seattle 98105,Restaurants
The Melting Pot,47.624952,-122.3561265,14 Mercer Street Seattle 98109,Restaurants
Hudson,47.5572665,-122.33857,5000 East Marginal Way South Seattle 98134,Restaurants
Nine Pies Pizzeria,47.5679519,-122.335205,3861 1st Avenue South Seattle 98134,Restaurants
Teriyaki Plus,47.5679203,-122.3228984,4001 Airport Way South Seattle 98108,Restaurants
Sodo Pizza,47.5728531,-122.323188,3429 Airport Way South Seattle 98134,Restaurants
Cafe Con Leche,47.577551,-122.334467,2901 1st Avenue South Seattle 98134,Restaurants
SoDo Poké,47.5811287,-122.333959,2420 1st Avenue South Seattle 98134,Restaurants
Hatback Bar & Grille,47.5920086,-122.33477,1201 1st Avenue South Seattle 98134,Restaurants
Pizza Professionals,47.6014065,-122.3326507,108 Occidental Avenue South Seattle 98104,Restaurants
I Heart Sushi,47.6015963,-122.3332514,111 Yesler Way Seattle 98104,Restaurants
Casco Antiguo,47.6011844,-122.333102,115 Occidental Avenue South Seattle 98104,Restaurants
Box House Saloon,47.6010034,-122.3331484,124 South Washington Street Seattle 98104,Restaurants
Tats Delicatessen,47.601597,-122.332352,159 Yesler Way Seattle 98104,Restaurants
Asia Ginger Teriyaki,47.6005131,-122.331795,209 2nd Avenue South Seattle 98104,Restaurants
Luigi’s,47.6004013,-122.3343967,211 1st Avenue South Seattle 98104,Restaurants
Planet Java Diner,47.6009985,-122.3353248,72 South Washington Street Seattle 98104,Restaurants
Julie's Garden,47.6016153,-122.3351252,81 Yesler Way Seattle 98104,Restaurants
Bisato,47.6018664,-122.3350847,84 Yesler Way Seattle 98104,Restaurants
Commissary Korean Kitchen,47.602498,-122.3314135,521 3rd Avenue Seattle 98104,Restaurants
The Bistro,47.6029946,-122.3328959,626 2nd Avenue Seattle 98104,Restaurants
Carmine Intermezzo,47.598848,-122.334414,409 1st Avenue South Seattle 98104,Restaurants
Sea Crab House,47.598428,-122.3319039,166 South King Street Seattle 98104,Restaurants
Elysian Fields,47.5969985,-122.333929,542 1st Avenue South Seattle 98104,Restaurants
Elliott's Oyster House,47.6053456,-122.3402739,1201 Alaskan Way Seattle ,Restaurants
Allure/Ibiza,47.6022402,-122.332192,528 2nd Avenue South Seattle 98104,Restaurants
Cashew,47.6238412,-122.3568463,517 Queen Anne Avenue North Seattle 98109,Restaurants
Al Boccalino,47.6015874,-122.3357382,1 Yesler Way Seattle 98104,Restaurants
Flying Squirrel Pizza,47.5642671,-122.2710127,4920 South Genesee Street Seattle 98118,Restaurants
Mama Sambusa Kitchen,47.528966,-122.269769,8300 Rainier Avenue South Seattle 98118,Restaurants
Mama Sambusa Kitchen,47.529321,-122.269342,8306 1/2;8306 Wabash Avenue South Seattle 98118,Restaurants
Rainier Restaurant,47.5451583,-122.284665,6400 Martin Luther King Junior Way South Seattle 98118,Restaurants
Corte Fino,47.5418934,-122.2839755,6721 Martin Luther King Junior Way South Seattle 98118,Restaurants
Bún Bò Huế - Hoàng Lan,47.5383769,-122.282079,7119 Martin Luther King Junior Way South Seattle 98118,Restaurants
Dim Sum House,47.5590892,-122.303972,4860 Beacon Avenue South Seattle 98108,Restaurants
Buddha Bruddah,47.5835291,-122.3023483,2201 Rainier Avenue South Seattle 98144,Restaurants
Baja Bistro,47.5815997,-122.3141258,2414 Beacon Avenue South Seattle 98144,Restaurants
Bar del Corso,47.5754307,-122.3095482,3057 Beacon Avenue South Seattle 98144,Restaurants
El Quetzal,47.5746781,-122.3093282,3209 Beacon Avenue South Seattle 98144,Restaurants
Loving Hut,47.5993908,-122.315919,1226 South Jackson Street Seattle 98144,Restaurants
Med Mix,47.5994084,-122.302905,2204 South Jackson Street Seattle 98144,Restaurants
Wood Shop BBQ,47.5991362,-122.29925,2513 South Jackson Street Seattle 98144,Restaurants
Reckless Noodle House,47.5991314,-122.299028,2519 South Jackson Street Seattle 98144,Restaurants
Northwest Tofu,47.5991437,-122.3070658,1911 South Jackson Street Seattle 98144,Restaurants
Cafe Flag,47.5950665,-122.3098111,831 Hiawatha Place South Seattle 98144,Restaurants
The Harvest Vine,47.6225707,-122.297239,2701 East Madison Street Seattle 98112,Restaurants
Azuki,47.6227273,-122.2970133,2711 East Madison Street Seattle 98112,Restaurants
Zagol Ethiopian Restaurant,47.6081172,-122.2966719,2722 East Cherry Street Seattle 98122,Restaurants
Cherry Street Thai,47.6081179,-122.296551,2724 East Cherry Street Seattle 98122,Restaurants
Fat's Chicken and Waffles,47.6081548,-122.296447,2726 East Cherry Street Seattle 98122,Restaurants
Zobel,47.6060688,-122.3159174,1219 East Jefferson Street Seattle 98122,Restaurants
Soulful Dishes,47.6018074,-122.3087429,1800 East Yesler Way Seattle 98122,Restaurants
Tamarind Tree,47.5998449,-122.317824,1036 South Jackson Street Seattle 98104,Restaurants
Vietnam House,47.5997653,-122.3178152,1038 South Jackson Street Seattle 98104,Restaurants
Than Vi,47.5994844,-122.3176014,1046 South Jackson Street Seattle 98104,Restaurants
,47.5994789,-122.3175089,1048 South Jackson Street Seattle 98104,Restaurants
Dong Thap Noodles,47.599906,-122.3174138,303 12th Avenue South Seattle 98144,Restaurants
Djan's,47.6614956,-122.3254124,264 Northeast 45th Street Seattle 98105,Restaurants
Olympia Pizza III,47.6238096,-122.3124224,516 15th Avenue East Seattle 98112,Restaurants
Meliora,47.6242936,-122.312446,534 15th Avenue East Seattle 98112,Restaurants
Rocket Taco,47.6245784,-122.3071281,602 19th Avenue East Seattle 98112,Restaurants
Kamp Social House,47.6236568,-122.296192,2800 East Madison Street Seattle 98112,Restaurants
Araya's Place,47.6239993,-122.29634,2808 East Madison Street Seattle 98112,Restaurants
Smith,47.6215351,-122.312523,332 15th Avenue East Seattle 98112,Restaurants
Palermo,47.6219772,-122.312477,350 15th Avenue East Seattle 98112,Restaurants
2 Doors Down,47.6200605,-122.301488,2332 East Madison Street Seattle 98112,Restaurants
Iconiq,47.5897058,-122.2926214,1421 31st Avenue South Seattle 98144,Restaurants
Zeeks Pizza - West Seattle,47.5450433,-122.3874243,6459 California Avenue Southwest Seattle 98136,Restaurants
Pho Than Brothers,47.5586399,-122.3865443,4822 California Avenue Southwest Seattle 98116,Restaurants
Stellar Pizza & Ale,47.5529619,-122.3208225,5513 Airport Way South Seattle 98108,Restaurants
Conscious Eatery,47.5519833,-122.3264304,5620 6th Avenue South Seattle 98108,Restaurants
Bop Box,47.551301,-122.3191286,5633 Airport Way South Seattle 98108,Restaurants
Flying Squirrel Pizza,47.5511915,-122.3190232,5701 Airport Way South Seattle 98108,Restaurants
Fonda La Cantrina,47.5499198,-122.31781,5905 Airport Way South Seattle 98108,Restaurants
Via Tribunali - Georgetown,47.548827,-122.3175073,6009 12th Avenue South Seattle 98108,Restaurants
Calozzi's Cheesesteaks,47.540312,-122.3225897,7016 East Marginal Way South Seattle 98108,Restaurants
Jones Barbecue,47.5642988,-122.3777046,4417 Fauntleroy Way Southwest Seattle 98126,Restaurants
Pizzeria Credo,47.5622444,-122.3865638,4520 California Avenue Southwest Seattle 98116,Restaurants
Jak's Grill,47.5614499,-122.3865512,4548 California Avenue Southwest Seattle 98116,Restaurants
Kizuki Ramen & Izakaya - West Seattle,47.5609297,-122.3856953,4203 Southwest Alaska Street Seattle 98116,Restaurants
The Lodge Sports Grille,47.5609303,-122.3859111,4209 Southwest Alaska Street Seattle 98116,Restaurants
Haymaker,47.5607275,-122.3865727,4706 California Avenue Southwest Seattle 98116,Restaurants
Talarico's Pizzeria,47.5605097,-122.3865915,4718 California Avenue Southwest Seattle 98116,Restaurants
Falafel Salam,47.5596819,-122.3866107,4746 California Avenue Southwest Seattle 98116,Restaurants
Bang Bar,47.5595706,-122.3866131,4750 California Avenue Southwest Seattle 98116,Restaurants
Supreme,47.5622789,-122.387028,4521 California Avenue Southwest Seattle 98116,Restaurants
Lady Jaye,47.5622186,-122.3870295,4523 California Avenue Southwest Seattle 98116,Restaurants
Azuma Sushi,47.5619928,-122.3870027,4533 California Avenue Southwest Seattle 98116,Restaurants
Mashiko,47.5603756,-122.387012,4725 California Avenue Southwest Seattle 98116,Restaurants
Puerto Vallarta,47.5603337,-122.3869958,4727 California Avenue Southwest Seattle 98116,Restaurants
Lowell's,47.6088303,-122.3413154,1519 Pike Place Seattle 98101,Restaurants
Maíz,47.6100437,-122.342636,1914 Pike Place Seattle 98101,Restaurants
Cantina de San Patricio,47.6103021,-122.3422197,1914 Post Alley Seattle 98101,Restaurants
Emmett Watson's Oyster Bar,47.6103175,-122.342496,1916 Pike Place Seattle 98101,Restaurants
Kells Irish Restaurant & Bar,47.6103448,-122.3422879,1916 Post Alley Seattle 98101,Restaurants
Urara,47.6099229,-122.3420255,82 Stewart Street Seattle 98101,Restaurants
Long,47.6109433,-122.3407517,1901 2nd Avenue Seattle 98101,Restaurants
Café Campagne,47.6097117,-122.3415286,1600 Post Alley Seattle 98101,Restaurants
Chan Seattle,47.6098861,-122.3413973,86 Pine Street Seattle 98101,Restaurants
The Hart and the Hunter,47.6098441,-122.3405005,101 Pine Street Seattle 98101,Restaurants
Japonessa,47.6080515,-122.339037,1400 1st Avenue Seattle 98101,Restaurants
Genghis Khan Chinese Restaurant,47.6084544,-122.3394193,1422 1st Avenue Seattle 98101,Restaurants
Bottega Italiana,47.6084639,-122.339914,1425 1st Avenue Seattle 98101,Restaurants
La Vaca,47.6085532,-122.3399912,1429 1st Avenue Seattle 98101,Restaurants
Saffron Spice,47.6085956,-122.3402705,93 Pike Street Seattle 98101,Restaurants
Falafel King,47.6090915,-122.3404972,1509 1st Avenue Seattle 98101,Restaurants
Mr. D's Greek Delicacies,47.6092152,-122.3412217,1518 Pike Place Seattle 98101,Restaurants
El Borracho,47.6093089,-122.340694,1521 1st Avenue Seattle 98101,Restaurants
Pike Place Bar & Grill,47.6089486,-122.3407242,90 Pike Street Seattle 98101,Restaurants
Sam's Tavern,47.6222986,-122.3393993,400 9th Avenue North Seattle 98109,Restaurants
Plantiful Superfoods,47.6214897,-122.338192,340 Westlake Avenue North Seattle 98109,Restaurants
Homegrown,47.620118,-122.3382595,208 Westlake Avenue North Seattle 98109,Restaurants
Sushi Katsu-ya,47.6193834,-122.338233,122 Westlake Avenue North Seattle 98109,Restaurants
Sal Y Limón,47.624695,-122.3562533,10 Mercer Street Seattle 98109,Restaurants
Racha Thai,47.624696,-122.3561364,12 Mercer Street Seattle 98109,Restaurants
Maroun Mediterranean Grill,47.6255426,-122.349233,366 Roy Street Seattle 98109,Restaurants
Pho Viet Anh,47.6255883,-122.3491266,372 Roy Street Seattle 98109,Restaurants
Shiki,47.6258103,-122.357142,4 West Roy Street Seattle 98119,Restaurants
Laredo's,47.6270173,-122.3460417,555 Aloha Street Seattle 98109,Restaurants
Toulouse Petit,47.6247045,-122.3568682,601 Queen Anne Avenue North Seattle 98109,Restaurants
Plaza Garibaldi,47.6194873,-122.3556461,129 1st Avenue North Seattle 98109,Restaurants
The Golden Olive,47.6239597,-122.3568452,521 Queen Anne Avenue North Seattle 98109,Restaurants
Athina Grill,47.6241617,-122.356588,528 Queen Anne Avenue North Seattle 98109,Restaurants
Roti,47.6242677,-122.356591,530 Queen Anne Avenue North Seattle 98109,Restaurants
,47.624301,-122.35659,532 Queen Anne Avenue North Seattle 98109,Restaurants
Dos Chamucos,47.6244656,-122.356572,550 Queen Anne Avenue North Seattle 98109,Restaurants
Agave Cocina & Tequilas - Seattle,47.6233699,-122.3552244,100 Republican Street Seattle 98109,Restaurants
Tyger Tyger,47.6233635,-122.3546806,114 Republican Street Seattle 98109,Restaurants
Taylor Shellfish Farms,47.6234367,-122.3544054,124 Republican Street Seattle 98109,Restaurants
Moontree Sushi and Tapas,47.6238464,-122.3552544,516 1st Avenue North Seattle 98109,Restaurants
Côba,47.6241318,-122.3552673,530 1st Avenue North Seattle 98109,Restaurants
mkt.,47.6688088,-122.333408,2108 North 55th Street Seattle 98103,Restaurants
Ruth's Chris Steak House,47.612817,-122.333169,727 Pine Street Seattle 98101,Restaurants
Daawat Grill & Bar,47.6125994,-122.33146,820 Pike Street Seattle 98101,Restaurants
Cortina,47.6103382,-122.3327365,621 Union Street Seattle 98101,Restaurants
The Capital Grille,47.6082635,-122.3351896,1301 4th Avenue Seattle 98101,Restaurants
Harbor Cafe,47.6093694,-122.3361863,1411 4th Avenue Seattle 98101,Restaurants
Bourbon Steak,47.609997,-122.3367766,1433 4th Avenue Seattle 98101,Restaurants
Miki Yaki,47.6103545,-122.3386589,1525 3rd Avenue Seattle 98101,Restaurants
Noi Thai Cuisine,47.6066383,-122.338986,1303 1st Avenue Seattle 98101,Restaurants
Poke Lover,47.6070516,-122.3386482,1307 1st Avenue Seattle 98101,Restaurants
Wild Ginger - Seattle,47.6087816,-122.3371955,1401 3rd Avenue Seattle 98101,Restaurants
Spice King,47.6094359,-122.3381675,213 Pike Street Seattle 98101,Restaurants
The Lodge Sports Grille,47.6070851,-122.3335699,1102 4th Avenue Seattle 98101,Restaurants
Skalka,47.604934,-122.337683,77 Spring Street Seattle 98104,Restaurants
Nijo Sushi Bar & Grill,47.6049876,-122.3375401,83 Spring Street Seattle 98104,Restaurants
Metropolitan Grill,47.6044256,-122.3341892,820 2nd Avenue Seattle 98104,Restaurants
Ferry Noodle House,47.6037242,-122.3358755,93 Marion Street Seattle 98104,Restaurants
Bibim Bap,47.6037539,-122.3358006,95 Marion Street Seattle 98104,Restaurants
Mandarin Gate,47.7016442,-122.343802,10000 Aurora Avenue North Seattle 98133,Restaurants
Vieng Thong,47.5776968,-122.295895,2820 Martin Luther King Junior Way South Seattle 98144,Restaurants
Magic Dragon,47.5682093,-122.288067,3820 Rainier Avenue South Seattle 98118,Restaurants
Lola,47.6132567,-122.3400327,2000 4th Avenue Seattle 98121,Restaurants
Serious Pie,47.6130272,-122.340342,2001 4th Avenue Seattle 98101,Restaurants
Gordito's Healthy Mexican Food,47.6904868,-122.355918,213 North 85th Street Seattle 98103,Restaurants
Pizzeria La Rocca,47.6901039,-122.355105,8404 Greenwood Avenue North Seattle 98103,Restaurants
Flintcreek Cattle Co.,47.6904561,-122.3555215,8421 Greenwood Avenue North Seattle 98103,Restaurants
The Olive and Grape,47.6908745,-122.3551243,8516 Greenwood Avenue North Seattle 98103,Restaurants
Baranof,47.6918029,-122.3555689,8549 Greenwood Avenue North Seattle 98103,Restaurants
Palermo,47.6685045,-122.382439,2005 Northwest Market Street 98107,Restaurants
Secret Savory,47.6685077,-122.385403,2213 Northwest Market Street Seattle 98107,Restaurants
India Bistro,47.6685284,-122.3864174,2301 Northwest Market Street Seattle 98107,Restaurants
Pestle Rock,47.6685289,-122.3865089,2305 Northwest Market Street Seattle 98107,Restaurants
Matador,47.6680399,-122.3851867,5410 Ballard Avenue Northwest Seattle 98107,Restaurants
Vera's Pizza & Bar,47.6683926,-122.3849118,5417 22nd Avenue Northwest Seattle 98107,Restaurants
Ballard Smokeshop Restaurant & Lounge,47.6683592,-122.3861758,5439 Ballard Avenue Northwest Seattle 98107,Restaurants
Cornelly,47.6244717,-122.325473,601 Summit Avenue East Seattle 98102,Restaurants
Shawarma Time,47.6683596,-122.3823124,5407 20th Avenue Northwest Seattle 98107,Restaurants
Cafe Ibex,47.5742572,-122.297452,3219 Martin Luther King Junior Way South Seattle 98144,Restaurants
Lil Red's Takeout & Catering,47.5648964,-122.2886978,4225 Rainier Avenue South Seattle 98118,Restaurants
Tagla Cafe,47.56356,-122.2882528,4423 Rainier Avenue South Seattle 98118,Restaurants
Off Alley,47.5576611,-122.2851411,4903 1/2 Rainier Avenue South Seattle 98118,Restaurants
Kezira Eritrean & Ethiopian Restaurant,47.5561339,-122.2833254,5100 Rainier Avenue South Seattle 98118,Restaurants
Emma's BBQ,47.5535399,-122.2804642,5303 Rainier Avenue South Seattle 98118,Restaurants
Archipelago,47.5516932,-122.2782189,5607 Rainier Avenue South Seattle 98118,Restaurants
Dini Halal Restaurant,47.5496208,-122.2773388,5901 Rainier Avenue South Seattle 98118,Restaurants
Canton Noodle House,47.5475922,-122.285967,6008 Martin Luther King Junior Way South Seattle 98118,Restaurants
Thanh Thảo,47.547584,-122.285768,6012 Martin Luther King Junior Way South Seattle 98118,Restaurants
Pinkaew,47.6677654,-122.300839,5101 25th Avenue Northeast 98105,Restaurants
Mamma Melina,47.6664704,-122.3008401,5101 25th Avenue Northeast 98105,Restaurants
Tian Fu,47.7088126,-122.32564,300 Northeast Northgate Way Seattle 98125,Restaurants
Don Lucho’s,47.6866278,-122.317727,7919 Roosevelt Way Northeast Seattle 98115,Restaurants
Yes Siam Thai Cafe & Bar,47.6871381,-122.3119945,8014 15th Avenue Northeast Seattle 98115,Restaurants
Señor Villa,47.6877924,-122.311524,8064 Lake City Way Northeast Seattle 98115,Restaurants
Due Cucina,47.6756922,-122.3155089,1201 Northeast 65th Street Seattle 98115,Restaurants
An Nam Pho,47.676234,-122.3171837,6510 Roosevelt Way Northeast Seattle 98115,Restaurants
Tenoch Mexican Grill,47.6005698,-122.3274864,208 5th Avenue South Seattle 98104,Restaurants
Maneki,47.5997484,-122.3261385,304 6th Avenue South Seattle 98104,Restaurants
Chengdu Memory,47.5994006,-122.3267361,520 South Jackson Street Seattle 98104,Restaurants
Izakaya Shocho Bar,47.599351,-122.3258497,610 South Jackson Street Seattle 98104,Restaurants
Thai Curry Simple,47.5988932,-122.3275047,406 5th Avenue South Seattle 98104,Restaurants
Phó Ba,47.5987405,-122.323968,415 7th Avenue South Seattle 98104,Restaurants
Pacific Cafe Hong Kong Kitchen,47.5986465,-122.3275099,416 5th Avenue South Seattle 98104,Restaurants
Green Leaf,47.5985994,-122.3222896,418 8th Avenue South Seattle 98104,Restaurants
Mike's Noodle House,47.5985938,-122.3248721,418 Maynard Avenue South Seattle 98104,Restaurants
A+ Kitchen,47.5985406,-122.3265321,419 6th Avenue South Seattle 98104,Restaurants
Szechuan Noodle Bowl,47.5985173,-122.3222888,420 8th Avenue South Seattle 98104,Restaurants
Jade Garden Restaurant,47.5984709,-122.323587,424 7th Avenue South Seattle 98104,Restaurants
Fortune Garden,47.5984903,-122.324883,424 Maynard Avenue South Seattle 98104,Restaurants
Joe's Bar And Grill,47.5984737,-122.3275111,500 South King Street Seattle 98104,Restaurants
Chung Chun Rice Dog,47.5984743,-122.327443,502 South King Street Seattle 98104,Restaurants
Dough Zone Dumpling House,47.5981613,-122.327514,504 5th Avenue South Seattle 98104,Restaurants
Ping's Dumpling House & Market,47.5984754,-122.3272008,510 South King Street Seattle 98104,Restaurants
Hong Kong Bistro,47.5979742,-122.325236,511 Maynard Avenue South Seattle 98104,Restaurants
Musashi's,47.5984734,-122.3271514,512 South King Street Seattle 98104,Restaurants
Purple Dot Cafe,47.5978218,-122.325228,515 Maynard Avenue South Seattle 98104,Restaurants
Gangnam Korean Restaurant & Catering,47.5978357,-122.326193,516 6th Avenue South Seattle 98104,Restaurants
Bun,47.5978531,-122.3235819,516 7th Avenue South Seattle 98104,Restaurants
Honey Court Seafood Restaurant,47.5978114,-122.324854,516 Maynard Avenue South Seattle 98104,Restaurants
Henry's Taiwan Kitchen,47.5984632,-122.3266587,522 South King Street Seattle 98104,Restaurants
Shanghai Garden Restaurant,47.5976364,-122.3261863,524 6th Avenue South Seattle 98104,Restaurants
H Bistro,47.5976335,-122.3260295,606 South Weller Street Seattle 98104,Restaurants
Canton Wonton House,47.5976332,-122.3259031,608 South Weller Street Seattle 98104,Restaurants
King Noodle,47.598251,-122.325641,615 South King Street Seattle 98104,Restaurants
Dim Sum King,47.599033,-122.3255837,617 South Jackson Street Seattle 98104,Restaurants
Phở Hòa,47.5976337,-122.3255237,618 South Weller Street Seattle 98104,Restaurants
goPoké,47.5982459,-122.3252572,625 South King Street Seattle 98104,Restaurants
À Châu,47.5990209,-122.324689,655 South Jackson Street Seattle 98104,Restaurants
Tai Tung Restaurant,47.5982365,-122.3247951,655 South King Street Seattle 98104,Restaurants
Kau Kau Barbecue,47.5984793,-122.3247102,656 South King Street Seattle 98104,Restaurants
Homestyle Dim Sum,47.5976282,-122.324324,664 South Weller Street Seattle 98104,Restaurants
Ton Kiang BBQ Noodle House,47.5976273,-122.324158,668 South Weller Street Seattle 98104,Restaurants
Gan Bei,47.5976268,-122.3240809,670 South Weller Street Seattle 98104,Restaurants
World Pizza,47.5984892,-122.3241645,672 South King Street Seattle 98104,Restaurants
J Sushi,47.597626,-122.3239265,674 South Weller Street Seattle 98104,Restaurants
Harbor City,47.5982363,-122.3233488,707 South King Street Seattle 98104,Restaurants
Fortuna Cafe,47.598235,-122.3231892,711 South King Street Seattle 98104,Restaurants
Ocean Star Seafood Restaurant,47.5973447,-122.3242035,605 7th Avenue South Seattle 98104,Restaurants
Bush Garden,47.5970239,-122.3248941,614 Maynard Avenue South Seattle 98104,Restaurants
Ho Ho Seafood,47.5973974,-122.324824,653 South Weller Street Seattle 98104,Restaurants
663 Bistro,47.5974028,-122.3244966,663 South Weller Street Seattle 98104,Restaurants
Gourmet Noodle Bowl,47.5963306,-122.3226676,707 8th Avenue South Seattle 98104,Restaurants
Happy Times Bistro,47.5964772,-122.3222686,710 8th Avenue South Seattle 98104,Restaurants
Crawfish King,47.5965098,-122.3226836,725 South Lane Street Seattle 98104,Restaurants
HardWok Café,47.5990143,-122.3167956,1209 South Jackson Street Seattle 98144,Restaurants
Bun & Oc,47.5984764,-122.3139293,1306 South King Street Seattle 98144,Restaurants
One Pot Korean Stew,47.5980586,-122.3170592,506 12th Avenue South Seattle 98144,Restaurants
Humble Pie,47.5976307,-122.313155,525 Rainier Avenue South Seattle 98144,Restaurants
Ivar's Acres of Clams,47.6039951,-122.339058,1001 Alaskan Way Seattle ,Restaurants
Copper Coin,47.5821486,-122.3867171,2329 California Avenue Southwest Seattle 98116,Restaurants
New Leaf Bistro,47.5817289,-122.3862081,2342 California Avenue Southwest Seattle 98116,Restaurants
Soprano Antico,47.58154,-122.3862169,2348 California Avenue Southwest Seattle 98116,Restaurants
Irashai Japanese Restaurant,47.5814601,-122.3862323,2352 California Avenue Southwest Seattle 98116,Restaurants
Pizzeria 22,47.5828825,-122.3858917,4213 Southwest College Street Seattle 98116,Restaurants
Drae's Lake Route,47.5198013,-122.2617922,9261 57th Avenue South Seattle 98118,Restaurants
Rainier Crawfish,47.5199213,-122.263217,9447 Rainier Avenue South Seattle 98118,Restaurants
Toshi's Teriyaki,47.5225279,-122.3655581,9029 25th Avenue Southwest Seattle 98106,Restaurants
Young's Restaurant,47.5187113,-122.3553714,9413 16th Avenue Southwest Seattle 98106,Restaurants
Tengu Sushi,47.7022635,-122.325146,311 Northeast Thornton Place Seattle 98125,Restaurants
Kizuki Ramen & Izakaya - Northgate,47.702336,-122.3247288,319 Northeast Thornton Place Seattle 98125,Restaurants
Thai Fusion Bistro,47.7025685,-122.324434,323 Northeast Thornton Place Seattle 98125,Restaurants
Great State Burger - Laurelhurst,47.6613226,-122.2886113,3600 Northeast 45th Street Seattle 98105,Restaurants
Yummy Café,47.6686794,-122.2842261,4008 Northeast 55th Street Seattle 98105,Restaurants
El Camión Laurelhurst Truck,47.6615573,-122.287362,4529 Sand Point Way Northeast Seattle 98105,Restaurants
